CD,CSPA category,is CD,ENTREZ ac,ENTREZ gene symbol,Experiment tag,ID link,UP entry name,celltype (Table!S4!statistics$1),Count Detection In Different Cell Types,Num Unique Peps,Organism,Protein Probability
no,1 - high confidence,non CD,1277,COL1A1,Adipocytes,P02452,CO1A1_HUMAN,,14,8,Human,1
no,1 - high confidence,non CD,3913,LAMB2,Adipocytes,P55268,LAMB2_HUMAN,,3,8,Human,1
CD49f,1 - high confidence,CD,3655,ITGA6,Adipocytes,P23229,ITA6_HUMAN,,30,9,Human,1
no,1 - high confidence,non CD,1012,CDH13,Adipocytes,P55290,CAD13_HUMAN,,19,9,Human,1
CD107a,1 - high confidence,CD,3916,LAMP1,Adipocytes,P11279,LAMP1_HUMAN,,38,10,Human,1
CD146,1 - high confidence,CD,4162,MCAM,Adipocytes,P43121,MUC18_HUMAN,,26,10,Human,1
CD90,1 - high confidence,CD,7070,THY1,Adipocytes,P04216,THY1_HUMAN,,25,10,Human,1
no,1 - high confidence,non CD,1368,CPM,Adipocytes,P14384,CBPM_HUMAN,,22,10,Human,1
no,1 - high confidence,non CD,27020,NPTN,Adipocytes,Q9Y639,NPTN_HUMAN,,46,11,Human,1
CD31,1 - high confidence,CD,5175,PECAM1,Adipocytes,P16284,PECA1_HUMAN,,14,12,Human,1
no,1 - high confidence,non CD,781,CACNA2D1,Adipocytes,P54289,CA2D1_HUMAN,,23,12,Human,1
no,1 - high confidence,non CD,1634,DCN,Adipocytes,P07585,PGS2_HUMAN,,4,13,Human,1
CD147,1 - high confidence,CD,682,BSG,Adipocytes,P35613,BASI_HUMAN,,47,16,Human,1
no,1 - high confidence,non CD,3911,LAMA5,Adipocytes,O15230,LAMA5_HUMAN,,17,16,Human,1
no,1 - high confidence,non CD,3915,LAMC1,Adipocytes,P11047,LAMC1_HUMAN,,29,17,Human,1
CD49a,1 - high confidence,CD,3672,ITGA1,Adipocytes,P56199,ITA1_HUMAN,,32,18,Human,1
CD91,1 - high confidence,CD,4035,LRP1,Adipocytes,Q07954,LRP1_HUMAN,,28,19,Human,1
no,1 - high confidence,non CD,1291,COL6A1,Adipocytes,P12109,CO6A1_HUMAN,,7,20,Human,1
no,1 - high confidence,non CD,1293,COL6A3,Adipocytes,P12111,CO6A3_HUMAN,,15,25,Human,1
no,1 - high confidence,non CD,1292,COL6A2,Adipocytes,P12110,CO6A2_HUMAN,,11,34,Human,1
CD29,1 - high confidence,CD,3688,ITGB1,Adipocytes,P05556,ITB1_HUMAN,,45,43,Human,1
no,1 - high confidence,non CD,2200,FBN1,Adipocytes,P35555,FBN1_HUMAN,,13,81,Human,1
CD101,1 - high confidence,CD,9398,CD101,Jurkat (clone E6-1),Q93033,IGSF2_HUMAN,,6,1,Human,0.8449
CD113,1 - high confidence,CD,25945,PVRL3,Jurkat (clone E6-1),Q9NQS3,PVRL3_HUMAN,,19,1,Human,0.9913
CD121b,1 - high confidence,CD,7850,IL1R2,Jurkat (clone E6-1),P27930,IL1R2_HUMAN,,8,1,Human,0.9476
CD130,1 - high confidence,CD,3572,IL6ST,Jurkat (clone E6-1),P40189,IL6RB_HUMAN,,28,1,Human,0.9913
CD132,1 - high confidence,CD,3561,IL2RG,Jurkat (clone E6-1),P31785,IL2RG_HUMAN,,14,1,Human,0.9913
CD146,1 - high confidence,CD,4162,MCAM,Jurkat (clone E6-1),P43121,MUC18_HUMAN,,26,1,Human,0.9913
CD1c,1 - high confidence,CD,911,CD1C,Jurkat (clone E6-1),P29017,CD1C_HUMAN,,3,1,Human,0.9744
CD208,1 - high confidence,CD,27074,LAMP3,Jurkat (clone E6-1),Q9UQV4,LAMP3_HUMAN,,4,1,Human,0.9638
CD279,1 - high confidence,CD,5133,PDCD1,Jurkat (clone E6-1),Q15116,PDCD1_HUMAN,,5,1,Human,0.9888
CD294,1 - high confidence,CD,11251,GPR44,Jurkat (clone E6-1),Q9Y5Y4,GPR44_HUMAN,,4,1,Human,0.9305
CD327,1 - high confidence,CD,946,SIGLEC6,Jurkat (clone E6-1),O43699,SIGL6_HUMAN,,3,1,Human,0.9251
CD49c,1 - high confidence,CD,3675,ITGA3,Jurkat (clone E6-1),P26006,ITA3_HUMAN,,38,1,Human,0.8683
CD49f,1 - high confidence,CD,3655,ITGA6,Jurkat (clone E6-1),P23229,ITA6_HUMAN,,30,1,Human,0.9944
CD92,1 - high confidence,CD,23446,SLC44A1,Jurkat (clone E6-1),Q8WWI5,CTL1_HUMAN,,13,1,Human,0.9913
no,1 - high confidence,non CD,165,AEBP1,Jurkat (clone E6-1),Q8IUX7,AEBP1_HUMAN,,4,1,Human,0.9913
no,1 - high confidence,non CD,23545,ATP6V0A2,Jurkat (clone E6-1),Q9Y487,VPP2_HUMAN,,16,1,Human,0.9645
no,1 - high confidence,non CD,11120,BTN2A1,Jurkat (clone E6-1),Q7KYR7,BT2A1_HUMAN,,33,1,Human,0.9913
no,1 - high confidence,non CD,10384,BTN3A3,Jurkat (clone E6-1),O00478,BT3A3_HUMAN,,33,1,Human,0.9913
no,1 - high confidence,non CD,54805,CNNM2,Jurkat (clone E6-1),Q9H8M5,CNNM2_HUMAN,,13,1,Human,0.8701
no,1 - high confidence,non CD,26505,CNNM3,Jurkat (clone E6-1),Q8NE01,CNNM3_HUMAN,,7,1,Human,0.8192
no,1 - high confidence,non CD,2023,ENO1,Jurkat (clone E6-1),P06733,ENOA_HUMAN,,14,1,Human,0.9913
no,1 - high confidence,non CD,2195,FAT1,Jurkat (clone E6-1),Q14517,FAT1_HUMAN,,21,1,Human,0.9913
no,1 - high confidence,non CD,2199,FBLN2,Jurkat (clone E6-1),P98095,FBLN2_HUMAN,,2,1,Human,0.9913
no,1 - high confidence,non CD,2217,FCGRT,Jurkat (clone E6-1),P55899,FCGRN_HUMAN,,3,1,Human,0.9913
no,1 - high confidence,non CD,25960,GPR124,Jurkat (clone E6-1),Q96PE1,GP124_HUMAN,,8,1,Human,0.9645
no,1 - high confidence,non CD,2894,GRID1,Jurkat (clone E6-1),Q9ULK0,GRID1_HUMAN,,3,1,Human,0.9913
no,1 - high confidence,non CD,3105,HLA-A,Jurkat (clone E6-1),Q09160,1A80_HUMAN,,2,1,Human,0.9984
no,1 - high confidence,non CD,3106,HLA-B,Jurkat (clone E6-1),P30462,1B14_HUMAN,,5,1,Human,0.9924
no,1 - high confidence,non CD,3106,HLA-B,Jurkat (clone E6-1),P30481,1B44_HUMAN,,7,1,Human,0.9954
no,1 - high confidence,non CD,3134,HLA-F,Jurkat (clone E6-1),P30511,HLAF_HUMAN,,7,1,Human,0.9896
no,1 - high confidence,non CD,3321,IGSF3,Jurkat (clone E6-1),O75054,IGSF3_HUMAN,,24,1,Human,0.9913
no,1 - high confidence,non CD,3556,IL1RAP,Jurkat (clone E6-1),Q9NPH3,IL1AP_HUMAN,,16,1,Human,0.9913
no,1 - high confidence,non CD,23065,KIAA0090,Jurkat (clone E6-1),Q8N766,K0090_HUMAN,,28,1,Human,0.8983
no,1 - high confidence,non CD,3908,LAMA2,Jurkat (clone E6-1),P24043,LAMA2_HUMAN,,4,1,Human,0.8064
no,1 - high confidence,non CD,29992,PILRA,Jurkat (clone E6-1),Q9UKJ1,PILRA_HUMAN,,3,1,Human,0.982
no,1 - high confidence,non CD,5364,PLXNB1,Jurkat (clone E6-1),O43157,PLXB1_HUMAN,,25,1,Human,0.9629
no,1 - high confidence,non CD,8611,PPAP2A,Jurkat (clone E6-1),O14494,LPP1_HUMAN,,10,1,Human,0.9913
no,1 - high confidence,non CD,353091,RAET1G,Jurkat (clone E6-1),Q6H3X3,RET1G_HUMAN,,18,1,Human,0.9913
no,1 - high confidence,non CD,8434,RECK,Jurkat (clone E6-1),O95980,RECK_HUMAN,,4,1,Human,0.982
no,1 - high confidence,non CD,55819,RNF130,Jurkat (clone E6-1),Q86XS8,GOLI_HUMAN,,1,1,Human,0.946
no,1 - high confidence,non CD,6517,SLC2A4,Jurkat (clone E6-1),P14672,GTR4_HUMAN,,11,1,Human,0.9879
no,1 - high confidence,non CD,28231,SLCO4A1,Jurkat (clone E6-1),Q96BD0,SO4A1_HUMAN,,14,1,Human,0.9871
no,1 - high confidence,non CD,83941,TM2D1,Jurkat (clone E6-1),Q9BX74,TM2D1_HUMAN,,17,1,Human,0.8011
no,1 - high confidence,non CD,51393,TRPV2,Jurkat (clone E6-1),Q9Y5S1,TRPV2_HUMAN,,1,1,Human,0.9944
no,1 - high confidence,non CD,7253,TSHR,Jurkat (clone E6-1),P16473,TSHR_HUMAN,,1,1,Human,0.9913
no,1 - high confidence,non CD,7301,TYRO3,Jurkat (clone E6-1),Q06418,TYRO3_HUMAN,,17,1,Human,0.9728
no,1 - high confidence,non CD,7433,VIPR1,Jurkat (clone E6-1),P32241,VIPR1_HUMAN,,4,1,Human,0.9896
CD155,1 - high confidence,CD,5817,PVR,Jurkat (clone E6-1),P15151,PVR_HUMAN,,27,2,Human,1
CD21,1 - high confidence,CD,1380,CR2,Jurkat (clone E6-1),P20023,CR2_HUMAN,,7,2,Human,1
CD217,1 - high confidence,CD,23765,IL17RA,Jurkat (clone E6-1),Q96F46,I17RA_HUMAN,,23,2,Human,0.9999
CD221,1 - high confidence,CD,3480,IGF1R,Jurkat (clone E6-1),P08069,IGF1R_HUMAN,,38,2,Human,0.9999
CD244,1 - high confidence,CD,51744,CD244,Jurkat (clone E6-1),Q9BZW8,CD244_HUMAN,,6,2,Human,1
CD316,1 - high confidence,CD,93185,IGSF8,Jurkat (clone E6-1),Q969P0,IGSF8_HUMAN,,36,2,Human,1
CD3g,1 - high confidence,CD,917,CD3G,Jurkat (clone E6-1),P09693,CD3G_HUMAN,,1,2,Human,1
CD49a,1 - high confidence,CD,3672,ITGA1,Jurkat (clone E6-1),P56199,ITA1_HUMAN,,32,2,Human,1
CD55,1 - high confidence,CD,1604,CD55,Jurkat (clone E6-1),P08174,DAF_HUMAN,,40,2,Human,1
CD6,1 - high confidence,CD,923,CD6,Jurkat (clone E6-1),P30203,CD6_HUMAN,,5,2,Human,0.9998
CD73,1 - high confidence,CD,4907,NT5E,Jurkat (clone E6-1),P21589,5NTD_HUMAN,,30,2,Human,1
CD83,1 - high confidence,CD,9308,CD83,Jurkat (clone E6-1),Q01151,CD83_HUMAN,,15,2,Human,1
CD95,1 - high confidence,CD,355,FAS,Jurkat (clone E6-1),P25445,TNR6_HUMAN,,24,2,Human,1
no,1 - high confidence,non CD,84168,ANTXR1,Jurkat (clone E6-1),Q9H6X2,ANTR1_HUMAN,,29,2,Human,1
no,1 - high confidence,non CD,54991,C1orf159,Jurkat (clone E6-1),Q96HA4,CA159_HUMAN,,32,2,Human,1
no,1 - high confidence,non CD,9254,CACNA2D2,Jurkat (clone E6-1),Q9NY47,CA2D2_HUMAN,,7,2,Human,1
no,1 - high confidence,non CD,811,CALR,Jurkat (clone E6-1),P27797,CALR_HUMAN,,18,2,Human,0.9988
no,1 - high confidence,non CD,26504,CNNM4,Jurkat (clone E6-1),Q6P4Q7,CNNM4_HUMAN,,35,2,Human,1
no,1 - high confidence,non CD,1269,CNR2,Jurkat (clone E6-1),P34972,CNR2_HUMAN,,3,2,Human,1
no,1 - high confidence,non CD,1945,EFNA4,Jurkat (clone E6-1),P52798,EFNA4_HUMAN,,6,2,Human,1
no,1 - high confidence,non CD,2048,EPHB2,Jurkat (clone E6-1),P29323,EPHB2_HUMAN,,28,2,Human,0.9995
no,1 - high confidence,non CD,2555,GABRA2,Jurkat (clone E6-1),P47869,GBRA2_HUMAN,,2,2,Human,0.9993
no,1 - high confidence,non CD,7087,ICAM5,Jurkat (clone E6-1),Q9UMF0,ICAM5_HUMAN,,29,2,Human,0.9997
no,1 - high confidence,non CD,10960,LMAN2,Jurkat (clone E6-1),Q12907,LMAN2_HUMAN,,29,2,Human,0.9999
no,1 - high confidence,non CD,4240,MFGE8,Jurkat (clone E6-1),Q08431,MFGM_HUMAN,,18,2,Human,1
no,1 - high confidence,non CD,4864,NPC1,Jurkat (clone E6-1),O15118,NPC1_HUMAN,,17,2,Human,0.9993
no,1 - high confidence,non CD,4916,NTRK3,Jurkat (clone E6-1),Q16288,NTRK3_HUMAN,,4,2,Human,0.8571
no,1 - high confidence,non CD,5786,PTPRA,Jurkat (clone E6-1),P18433,PTPRA_HUMAN,,1,2,Human,1
no,1 - high confidence,non CD,5802,PTPRS,Jurkat (clone E6-1),Q13332,PTPRS_HUMAN,,20,2,Human,1
no,1 - high confidence,non CD,6400,SEL1L,Jurkat (clone E6-1),Q9UBV2,SE1L1_HUMAN,,26,2,Human,1
no,1 - high confidence,non CD,10723,SLC12A7,Jurkat (clone E6-1),Q9Y666,S12A7_HUMAN,,1,2,Human,0.9996
no,1 - high confidence,non CD,9900,SV2A,Jurkat (clone E6-1),Q7L0J3,SV2A_HUMAN,,13,2,Human,0.9997
no,1 - high confidence,non CD,7076,TIMP1,Jurkat (clone E6-1),P01033,TIMP1_HUMAN,,27,2,Human,1
no,1 - high confidence,non CD,56889,TM9SF3,Jurkat (clone E6-1),Q9HD45,TM9S3_HUMAN,,44,2,Human,1
no,1 - high confidence,non CD,25963,TMEM87A,Jurkat (clone E6-1),Q8NBN3,TM87A_HUMAN,,27,2,Human,0.9393
no,1 - high confidence,non CD,54495,TMX3,Jurkat (clone E6-1),Q96JJ7,TMX3_HUMAN,,14,2,Human,1
no,1 - high confidence,non CD,8876,VNN1,Jurkat (clone E6-1),O95497,VNN1_HUMAN,,8,2,Human,0.8878
CD108,1 - high confidence,CD,8482,SEMA7A,Jurkat (clone E6-1),O75326,SEM7A_HUMAN,,21,3,Human,1
CD109,1 - high confidence,CD,135228,CD109,Jurkat (clone E6-1),Q6YHK3,CD109_HUMAN,,37,3,Human,1
CD1b,1 - high confidence,CD,910,CD1B,Jurkat (clone E6-1),P29016,CD1B_HUMAN,,1,3,Human,1
CD1d,1 - high confidence,CD,912,CD1D,Jurkat (clone E6-1),P15813,CD1D_HUMAN,,1,3,Human,1
CD230,1 - high confidence,CD,5621,PRNP,Jurkat (clone E6-1),P04156,PRIO_HUMAN,,46,3,Human,1
CD280,1 - high confidence,CD,9902,MRC2,Jurkat (clone E6-1),Q9UBG0,MRC2_HUMAN,,28,3,Human,1
CD49b,1 - high confidence,CD,3673,ITGA2,Jurkat (clone E6-1),P17301,ITA2_HUMAN,,31,3,Human,1
CDw210b,1 - high confidence,CD,3588,IL10RB,Jurkat (clone E6-1),Q08334,I10R2_HUMAN,,16,3,Human,1
no,1 - high confidence,non CD,8455,ATRN,Jurkat (clone E6-1),O75882,ATRN_HUMAN,,29,3,Human,1
no,1 - high confidence,non CD,400451,FAM174B,Jurkat (clone E6-1),Q3ZCQ3,F174B_HUMAN,,12,3,Human,1
no,1 - high confidence,non CD,2674,GFRA1,Jurkat (clone E6-1),P56159,GFRA1_HUMAN,,10,3,Human,1
no,1 - high confidence,non CD,4276,MICA,Jurkat (clone E6-1),Q29983,MICA_HUMAN,,32,3,Human,1
no,1 - high confidence,non CD,4277,MICB,Jurkat (clone E6-1),Q29980,MICB_HUMAN,,10,3,Human,1
no,1 - high confidence,non CD,221476,PI16,Jurkat (clone E6-1),Q6UXB8,PI16_HUMAN,,3,3,Human,1
no,1 - high confidence,non CD,5361,PLXNA1,Jurkat (clone E6-1),Q9UIW2,PLXA1_HUMAN,,41,3,Human,1
no,1 - high confidence,non CD,222068,TMED4,Jurkat (clone E6-1),Q7Z7H5,TMED4_HUMAN,,25,3,Human,1
CD162,1 - high confidence,CD,6404,SELPLG,Jurkat (clone E6-1),Q14242,SELPL_HUMAN,,4,4,Human,1
CD305,1 - high confidence,CD,3903,LAIR1,Jurkat (clone E6-1),Q6GTX8,LAIR1_HUMAN,,11,4,Human,1
CD46,1 - high confidence,CD,4179,CD46,Jurkat (clone E6-1),P15529,MCP_HUMAN,,37,4,Human,1
CD58,1 - high confidence,CD,965,CD58,Jurkat (clone E6-1),P19256,LFA3_HUMAN,,40,4,Human,1
CD59,1 - high confidence,CD,966,CD59,Jurkat (clone E6-1),P13987,CD59_HUMAN,,45,4,Human,1
CD84,1 - high confidence,CD,8832,CD84,Jurkat (clone E6-1),Q9UIB8,SLAF5_HUMAN,,10,4,Human,1
CD96,1 - high confidence,CD,10225,CD96,Jurkat (clone E6-1),P40200,TACT_HUMAN,,9,4,Human,1
CD97,1 - high confidence,CD,976,CD97,Jurkat (clone E6-1),P48960,CD97_HUMAN,,42,4,Human,1
no,1 - high confidence,non CD,9780,FAM38A,Jurkat (clone E6-1),Q92508,FA38A_HUMAN,,29,4,Human,1
no,1 - high confidence,non CD,3106,HLA-B,Jurkat (clone E6-1),P01889,1B07_HUMAN,,8,4,Human,1
no,1 - high confidence,non CD,55243,KIRREL,Jurkat (clone E6-1),Q96J84,KIRR1_HUMAN,,27,4,Human,1
no,1 - high confidence,non CD,4045,LSAMP,Jurkat (clone E6-1),Q13449,LSAMP_HUMAN,,16,4,Human,1
no,1 - high confidence,non CD,23225,NUP210,Jurkat (clone E6-1),Q8TEM1,PO210_HUMAN,,24,4,Human,1
no,1 - high confidence,non CD,5792,PTPRF,Jurkat (clone E6-1),P10586,PTPRF_HUMAN,,28,4,Human,1
no,1 - high confidence,non CD,64218,SEMA4A,Jurkat (clone E6-1),Q9H3S1,SEM4A_HUMAN,,5,4,Human,1
no,1 - high confidence,non CD,10509,SEMA4B,Jurkat (clone E6-1),Q9NPR2,SEM4B_HUMAN,,14,4,Human,1
no,1 - high confidence,non CD,25800,SLC39A6,Jurkat (clone E6-1),Q13433,S39A6_HUMAN,,41,4,Human,1
CD107b,1 - high confidence,CD,3920,LAMP2,Jurkat (clone E6-1),P13473,LAMP2_HUMAN,,35,5,Human,1
CD150,1 - high confidence,CD,6504,SLAMF1,Jurkat (clone E6-1),Q13291,SLAF1_HUMAN,,12,5,Human,1
CD54,1 - high confidence,CD,3383,ICAM1,Jurkat (clone E6-1),P05362,ICAM1_HUMAN,,41,5,Human,1
no,1 - high confidence,non CD,481,ATP1B1,Jurkat (clone E6-1),P05026,AT1B1_HUMAN,,40,5,Human,1
no,1 - high confidence,non CD,199731,CADM4,Jurkat (clone E6-1),Q8NFZ8,CADM4_HUMAN,,20,5,Human,1
no,1 - high confidence,non CD,1829,DSG2,Jurkat (clone E6-1),Q14126,DSG2_HUMAN,,27,5,Human,1
no,1 - high confidence,non CD,2042,EPHA3,Jurkat (clone E6-1),P29320,EPHA3_HUMAN,,6,5,Human,1
no,1 - high confidence,non CD,83700,JAM3,Jurkat (clone E6-1),Q9BX67,JAM3_HUMAN,,14,5,Human,1
no,1 - high confidence,non CD,54732,TMED9,Jurkat (clone E6-1),Q9BVK6,TMED9_HUMAN,,28,5,Human,1
CD5,1 - high confidence,CD,921,CD5,Jurkat (clone E6-1),P06127,CD5_HUMAN,,5,6,Human,1
CD62L,1 - high confidence,CD,6402,SELL,Jurkat (clone E6-1),P14151,LYAM1_HUMAN,,9,6,Human,1
no,1 - high confidence,non CD,3107,HLA-C,Jurkat (clone E6-1),P04222,1C03_HUMAN,,21,6,Human,1
no,1 - high confidence,non CD,3454,IFNAR1,Jurkat (clone E6-1),P17181,INAR1_HUMAN,,32,6,Human,1
no,1 - high confidence,non CD,54549,SDK2,Jurkat (clone E6-1),Q58EX2,SDK2_HUMAN,,9,6,Human,1
no,1 - high confidence,non CD,6746,SSR2,Jurkat (clone E6-1),P43308,SSRB_HUMAN,,29,6,Human,1
no,1 - high confidence,non CD,133418,EMB,Jurkat (clone E6-1),Q6PCB8,EMB_HUMAN,,30,7,Human,1
no,1 - high confidence,non CD,4074,M6PR,Jurkat (clone E6-1),P20645,MPRD_HUMAN,,42,7,Human,1
no,1 - high confidence,non CD,80727,TTYH3,Jurkat (clone E6-1),Q9C0H2,TTYH3_HUMAN,,24,7,Human,1
CD220,1 - high confidence,CD,3643,INSR,Jurkat (clone E6-1),P06213,INSR_HUMAN,,28,8,Human,1
no,1 - high confidence,non CD,4363,ABCC1,Jurkat (clone E6-1),P33527,MRP1_HUMAN,,16,8,Human,1
no,1 - high confidence,non CD,1889,ECE1,Jurkat (clone E6-1),P42892,ECE1_HUMAN,,40,8,Human,1
no,1 - high confidence,non CD,3105,HLA-A,Jurkat (clone E6-1),P18462,1A25_HUMAN,,5,8,Human,0.9999
no,1 - high confidence,non CD,3455,IFNAR2,Jurkat (clone E6-1),P48551,INAR2_HUMAN,,21,8,Human,1
no,1 - high confidence,non CD,5796,PTPRK,Jurkat (clone E6-1),Q15262,PTPRK_HUMAN,,17,8,Human,1
no,1 - high confidence,non CD,57181,SLC39A10,Jurkat (clone E6-1),Q9ULF5,S39AA_HUMAN,,32,8,Human,1
no,1 - high confidence,non CD,6272,SORT1,Jurkat (clone E6-1),Q99523,SORT_HUMAN,,25,8,Human,1
CD11a,1 - high confidence,CD,3683,ITGAL,Jurkat (clone E6-1),P20701,ITAL_HUMAN,,8,9,Human,1
no,1 - high confidence,non CD,9019,MPZL1,Jurkat (clone E6-1),O95297,MPZL1_HUMAN,,46,9,Human,1
no,1 - high confidence,non CD,2030,SLC29A1,Jurkat (clone E6-1),Q99808,S29A1_HUMAN,,45,9,Human,1
CD100,1 - high confidence,CD,10507,SEMA4D,Jurkat (clone E6-1),Q92854,SEM4D_HUMAN,,26,10,Human,1
CD229,1 - high confidence,CD,4063,LY9,Jurkat (clone E6-1),Q9HBG7,LY9_HUMAN,,9,10,Human,1
CD51,1 - high confidence,CD,3685,ITGAV,Jurkat (clone E6-1),P06756,ITAV_HUMAN,,42,10,Human,1
no,1 - high confidence,non CD,23654,PLXNB2,Jurkat (clone E6-1),O15031,PLXB2_HUMAN,,40,10,Human,1
CD156c,1 - high confidence,CD,102,ADAM10,Jurkat (clone E6-1),O14672,ADA10_HUMAN,,42,11,Human,1
CD71,1 - high confidence,CD,7037,TFRC,Jurkat (clone E6-1),P02786,TFR1_HUMAN,,38,11,Human,1
no,1 - high confidence,non CD,3105,HLA-A,Jurkat (clone E6-1),P04439,1A03_HUMAN,,10,11,Human,1
no,1 - high confidence,non CD,81539,SLC38A1,Jurkat (clone E6-1),Q9H2H9,S38A1_HUMAN,,28,11,Human,1
CD222,1 - high confidence,CD,3482,IGF2R,Jurkat (clone E6-1),P11717,MPRI_HUMAN,,30,12,Human,1
no,1 - high confidence,non CD,114836,SLAMF6,Jurkat (clone E6-1),Q96DU3,SLAF6_HUMAN,,10,12,Human,1
no,1 - high confidence,non CD,9497,SLC4A7,Jurkat (clone E6-1),Q9Y6M7,S4A7_HUMAN,,34,12,Human,1
no,1 - high confidence,non CD,3105,HLA-A,Jurkat (clone E6-1),P30450,1A26_HUMAN,,30,13,Human,1
no,1 - high confidence,non CD,23385,NCSTN,Jurkat (clone E6-1),Q92542,NICA_HUMAN,,33,13,Human,1
no,1 - high confidence,non CD,23516,SLC39A14,Jurkat (clone E6-1),Q15043,S39AE_HUMAN,,42,13,Human,1
CD49e,1 - high confidence,CD,3678,ITGA5,Jurkat (clone E6-1),P08648,ITA5_HUMAN,,38,14,Human,1
no,1 - high confidence,non CD,4756,NEO1,Jurkat (clone E6-1),Q92859,NEO1_HUMAN,,36,14,Human,1
no,1 - high confidence,non CD,3106,HLA-B,Jurkat (clone E6-1),P30685,1B35_HUMAN,,6,15,Human,1
CD107a,1 - high confidence,CD,3916,LAMP1,Jurkat (clone E6-1),P11279,LAMP1_HUMAN,,38,16,Human,1
no,1 - high confidence,non CD,196527,ANO6,Jurkat (clone E6-1),Q4KMQ2,ANO6_HUMAN,,45,16,Human,1
no,1 - high confidence,non CD,4012,LNPEP,Jurkat (clone E6-1),Q9UIQ6,LCAP_HUMAN,,39,16,Human,1
CD18,1 - high confidence,CD,3689,ITGB2,Jurkat (clone E6-1),P05107,ITB2_HUMAN,,20,17,Human,1
CD317,1 - high confidence,CD,684,BST2,Jurkat (clone E6-1),Q10589,BST2_HUMAN,,34,17,Human,1
CD166,1 - high confidence,CD,214,ALCAM,Jurkat (clone E6-1),Q13740,CD166_HUMAN,,41,18,Human,1
CD31,1 - high confidence,CD,5175,PECAM1,Jurkat (clone E6-1),P16284,PECA1_HUMAN,,14,19,Human,1
no,1 - high confidence,non CD,6513,SLC2A1,Jurkat (clone E6-1),P11166,GTR1_HUMAN,,42,19,Human,1
no,1 - high confidence,non CD,27020,NPTN,Jurkat (clone E6-1),Q9Y639,NPTN_HUMAN,,46,20,Human,1
no,1 - high confidence,non CD,5754,PTK7,Jurkat (clone E6-1),Q13308,PTK7_HUMAN,,32,20,Human,1
CD111,1 - high confidence,CD,5818,PVRL1,Jurkat (clone E6-1),Q15223,PVRL1_HUMAN,,38,21,Human,1
CD90,1 - high confidence,CD,7070,THY1,Jurkat (clone E6-1),P04216,THY1_HUMAN,,25,22,Human,1
CD29,1 - high confidence,CD,3688,ITGB1,Jurkat (clone E6-1),P05556,ITB1_HUMAN,,45,23,Human,1
no,1 - high confidence,non CD,23705,CADM1,Jurkat (clone E6-1),Q9BY67,CADM1_HUMAN,,32,25,Human,1
CD298,1 - high confidence,CD,483,ATP1B3,Jurkat (clone E6-1),P54709,AT1B3_HUMAN,,45,27,Human,1
CD28,1 - high confidence,CD,940,CD28,Jurkat (clone E6-1),P10747,CD28_HUMAN,,4,29,Human,1
CD7,1 - high confidence,CD,924,CD7,Jurkat (clone E6-1),P09564,CD7_HUMAN,,7,33,Human,1
CD49d,1 - high confidence,CD,3676,ITGA4,Jurkat (clone E6-1),P13612,ITA4_HUMAN,,30,39,Human,1
CD48,1 - high confidence,CD,962,CD48,Jurkat (clone E6-1),P09326,CD48_HUMAN,,15,41,Human,1
CD47,1 - high confidence,CD,961,CD47,Jurkat (clone E6-1),Q08722,CD47_HUMAN,,44,50,Human,1
CD98,1 - high confidence,CD,6520,SLC3A2,Jurkat (clone E6-1),P08195,4F2_HUMAN,,46,52,Human,1
CD147,1 - high confidence,CD,682,BSG,Jurkat (clone E6-1),P35613,BASI_HUMAN,,47,68,Human,1
CD102,1 - high confidence,CD,3384,ICAM2,Jurkat (clone E6-1),P13598,ICAM2_HUMAN,,23,78,Human,1
CD50,1 - high confidence,CD,3385,ICAM3,Jurkat (clone E6-1),P32942,ICAM3_HUMAN,,17,86,Human,1
CD45,1 - high confidence,CD,5788,PTPRC,Jurkat (clone E6-1),P08575,PTPRC_HUMAN,,19,140,Human,1
CD127,1 - high confidence,CD,3575,IL7R,SU4 (SU-DHL-4),P16871,IL7RA_HUMAN,,8,1,Human,0.9851
CD131,1 - high confidence,CD,1439,CSF2RB,SU4 (SU-DHL-4),P32927,IL3RB_HUMAN,,3,1,Human,0.9792
CD132,1 - high confidence,CD,3561,IL2RG,SU4 (SU-DHL-4),P31785,IL2RG_HUMAN,,14,1,Human,0.9925
CD217,1 - high confidence,CD,23765,IL17RA,SU4 (SU-DHL-4),Q96F46,I17RA_HUMAN,,23,1,Human,0.9925
CD23,1 - high confidence,CD,2208,FCER2,SU4 (SU-DHL-4),P06734,FCER2_HUMAN,,10,1,Human,0.9925
CD230,1 - high confidence,CD,5621,PRNP,SU4 (SU-DHL-4),P04156,PRIO_HUMAN,,46,1,Human,0.9925
CD26,1 - high confidence,CD,1803,DPP4,SU4 (SU-DHL-4),P27487,DPP4_HUMAN,,22,1,Human,0.9925
CD269,1 - high confidence,CD,608,TNFRSF17,SU4 (SU-DHL-4),Q02223,TNR17_HUMAN,,6,1,Human,0.9925
CD312,1 - high confidence,CD,30817,EMR2,SU4 (SU-DHL-4),Q9UHX3,EMR2_HUMAN,,29,1,Human,0.9997
CD322,1 - high confidence,CD,58494,JAM2,SU4 (SU-DHL-4),P57087,JAM2_HUMAN,,23,1,Human,0.9925
CD331,1 - high confidence,CD,2260,FGFR1,SU4 (SU-DHL-4),P11362,FGFR1_HUMAN,,17,1,Human,0.991
